dataset,datasetIteration,model,orientation,trainingType,val
pdac,18,dummy,second,allDatasets,2.3954384326934814
pdac,18,dummy,second,justTargetDataset,2.139214515686035
all,18,dummy,first,allDatasets,1.3534942865371704
all,18,dummy,first,justTargetDataset,1.3534942865371704
all,18,dummy,second,allDatasets,1.6132543087005615
all,18,dummy,second,justTargetDataset,1.6132543087005615
brca,19,dummy,first,allDatasets,1.4664939641952515
brca,19,dummy,first,justTargetDataset,1.7013012170791626
brca,19,dummy,second,allDatasets,1.09226655960083
brca,19,dummy,second,justTargetDataset,1.1053813695907593
ccrcc,19,dummy,first,allDatasets,1.9319380521774292
ccrcc,19,dummy,first,justTargetDataset,1.756479263305664
ccrcc,19,dummy,second,allDatasets,1.0035451650619507
ccrcc,19,dummy,second,justTargetDataset,1.0210603475570679
coad,19,dummy,first,allDatasets,5.5358147621154785
coad,19,dummy,first,justTargetDataset,5.085256576538086
coad,19,dummy,second,allDatasets,0.9746189713478088
coad,19,dummy,second,justTargetDataset,0.989088237285614
gbm,19,dummy,first,allDatasets,1.264805555343628
gbm,19,dummy,first,justTargetDataset,1.2597965002059937
gbm,19,dummy,second,allDatasets,1.02897310256958
gbm,19,dummy,second,justTargetDataset,1.0741217136383057
hnscc,19,dummy,first,allDatasets,3.7922544479370117
hnscc,19,dummy,first,justTargetDataset,3.396031379699707
hnscc,19,dummy,second,allDatasets,1.11055326461792
hnscc,19,dummy,second,justTargetDataset,1.163801670074463
lscc,19,dummy,first,allDatasets,1.1494865417480469
lscc,19,dummy,first,justTargetDataset,1.127744436264038
lscc,19,dummy,second,allDatasets,0.9738485217094421
lscc,19,dummy,second,justTargetDataset,1.0075699090957642
luad,19,dummy,first,allDatasets,1.0705161094665527
luad,19,dummy,first,justTargetDataset,1.1100761890411377
luad,19,dummy,second,allDatasets,1.1958917379379272
luad,19,dummy,second,justTargetDataset,1.1789884567260742
ov,19,dummy,first,allDatasets,1.2047429084777832
ov,19,dummy,first,justTargetDataset,1.2295247316360474
ov,19,dummy,second,allDatasets,1.1259543895721436
ov,19,dummy,second,justTargetDataset,1.1366777420043945
pdac,19,dummy,first,allDatasets,1.6153020858764648
pdac,19,dummy,first,justTargetDataset,1.5090181827545166
pdac,19,dummy,second,allDatasets,2.3410704135894775
pdac,19,dummy,second,justTargetDataset,2.064699411392212
all,19,dummy,first,allDatasets,1.9900860786437988
all,19,dummy,first,justTargetDataset,1.9900860786437988
all,19,dummy,second,allDatasets,1.1887468099594116
all,19,dummy,second,justTargetDataset,1.1887468099594116
brca,20,dummy,first,allDatasets,1.2462804317474365
brca,20,dummy,first,justTargetDataset,1.2106318473815918
brca,20,dummy,second,allDatasets,1.0414124727249146
brca,20,dummy,second,justTargetDataset,1.0727155208587646
ccrcc,20,dummy,first,allDatasets,1.2037878036499023
ccrcc,20,dummy,first,justTargetDataset,1.177253246307373
ccrcc,20,dummy,second,allDatasets,0.9639286398887634
ccrcc,20,dummy,second,justTargetDataset,0.9934783577919006
coad,20,dummy,first,allDatasets,2.7345147132873535
coad,20,dummy,first,justTargetDataset,2.7205283641815186
coad,20,dummy,second,allDatasets,2.5797595977783203
coad,20,dummy,second,justTargetDataset,2.422410726547241
gbm,20,dummy,first,allDatasets,1.2202092409133911
gbm,20,dummy,first,justTargetDataset,1.2231495380401611
gbm,20,dummy,second,allDatasets,1.0637842416763306
gbm,20,dummy,second,justTargetDataset,1.0976876020431519
hnscc,20,dummy,first,allDatasets,1.1259320974349976
hnscc,20,dummy,first,justTargetDataset,1.1245290040969849
hnscc,20,dummy,second,allDatasets,1.0632867813110352
hnscc,20,dummy,second,justTargetDataset,1.0660901069641113
lscc,20,dummy,first,allDatasets,1.1787636280059814
lscc,20,dummy,first,justTargetDataset,1.1582677364349365
lscc,20,dummy,second,allDatasets,0.956230103969574
lscc,20,dummy,second,justTargetDataset,0.9935101270675659
luad,20,dummy,first,allDatasets,2.127297878265381
luad,20,dummy,first,justTargetDataset,2.1912009716033936
luad,20,dummy,second,allDatasets,1.0066983699798584
luad,20,dummy,second,justTargetDataset,1.0594948530197144
ov,20,dummy,first,allDatasets,1.1704672574996948
ov,20,dummy,first,justTargetDataset,1.1934159994125366
ov,20,dummy,second,allDatasets,1.1494754552841187
ov,20,dummy,second,justTargetDataset,1.1676304340362549
pdac,20,dummy,first,allDatasets,3.6915745735168457
pdac,20,dummy,first,justTargetDataset,3.5508320331573486
pdac,20,dummy,second,allDatasets,1.05508553981781
pdac,20,dummy,second,justTargetDataset,1.0540138483047485
all,20,dummy,first,allDatasets,1.699716329574585
all,20,dummy,first,justTargetDataset,1.699716329574585
all,20,dummy,second,allDatasets,1.1418273448944092
all,20,dummy,second,justTargetDataset,1.1418273448944092
brca,21,dummy,first,allDatasets,1.1207785606384277
brca,21,dummy,first,justTargetDataset,1.2040786743164062
brca,21,dummy,second,allDatasets,1.7154077291488647
brca,21,dummy,second,justTargetDataset,1.8028311729431152
ccrcc,21,dummy,first,allDatasets,1.5862160921096802
ccrcc,21,dummy,first,justTargetDataset,1.4842889308929443
ccrcc,21,dummy,second,allDatasets,1.1521806716918945
ccrcc,21,dummy,second,justTargetDataset,1.1381886005401611
coad,21,dummy,first,allDatasets,5.776812553405762
coad,21,dummy,first,justTargetDataset,5.305090427398682
coad,21,dummy,second,allDatasets,2.0469725131988525
coad,21,dummy,second,justTargetDataset,2.0335440635681152
gbm,21,dummy,first,allDatasets,1.199796199798584
gbm,21,dummy,first,justTargetDataset,1.2031843662261963
gbm,21,dummy,second,allDatasets,1.0805633068084717
gbm,21,dummy,second,justTargetDataset,1.093873381614685
hnscc,21,dummy,first,allDatasets,1.1426417827606201
hnscc,21,dummy,first,justTargetDataset,1.139630675315857
hnscc,21,dummy,second,allDatasets,1.0498467683792114
hnscc,21,dummy,second,justTargetDataset,1.0590230226516724
lscc,21,dummy,first,allDatasets,1.413635015487671
lscc,21,dummy,first,justTargetDataset,1.5183537006378174
lscc,21,dummy,second,allDatasets,0.9994465708732605
lscc,21,dummy,second,justTargetDataset,1.0354561805725098
luad,21,dummy,first,allDatasets,1.2733876705169678
luad,21,dummy,first,justTargetDataset,1.3426692485809326
luad,21,dummy,second,allDatasets,1.1716945171356201
luad,21,dummy,second,justTargetDataset,1.1713820695877075
ov,21,dummy,first,allDatasets,1.0743768215179443
ov,21,dummy,first,justTargetDataset,1.1217650175094604
ov,21,dummy,second,allDatasets,2.629364013671875
ov,21,dummy,second,justTargetDataset,2.8959667682647705
pdac,21,dummy,first,allDatasets,1.6131051778793335
pdac,21,dummy,first,justTargetDataset,1.615370273590088
pdac,21,dummy,second,allDatasets,3.7085235118865967
pdac,21,dummy,second,justTargetDataset,3.00018572807312
all,21,dummy,first,allDatasets,1.6654772758483887
all,21,dummy,first,justTargetDataset,1.6654772758483887
all,21,dummy,second,allDatasets,1.5763659477233887
all,21,dummy,second,justTargetDataset,1.5763659477233887
brca,22,dummy,first,allDatasets,1.048883318901062
brca,22,dummy,first,justTargetDataset,1.1033443212509155
brca,22,dummy,second,allDatasets,1.2437204122543335
brca,22,dummy,second,justTargetDataset,1.2656176090240479
ccrcc,22,dummy,first,allDatasets,2.366720199584961
ccrcc,22,dummy,first,justTargetDataset,2.17905855178833
ccrcc,22,dummy,second,allDatasets,1.1193536520004272
ccrcc,22,dummy,second,justTargetDataset,1.1307264566421509
coad,22,dummy,first,allDatasets,5.102992534637451
coad,22,dummy,first,justTargetDataset,4.696976184844971
coad,22,dummy,second,allDatasets,1.3794728517532349
coad,22,dummy,second,justTargetDataset,1.360787272453308
gbm,22,dummy,first,allDatasets,1.2121483087539673
gbm,22,dummy,first,justTargetDataset,1.2135611772537231
gbm,22,dummy,second,allDatasets,1.0845916271209717
gbm,22,dummy,second,justTargetDataset,1.101243019104004
hnscc,22,dummy,first,allDatasets,1.0824986696243286
hnscc,22,dummy,first,justTargetDataset,1.097349762916565
hnscc,22,dummy,second,allDatasets,1.0934698581695557
hnscc,22,dummy,second,justTargetDataset,1.095969557762146
lscc,22,dummy,first,allDatasets,0.9952905178070068
lscc,22,dummy,first,justTargetDataset,1.067622423171997
lscc,22,dummy,second,allDatasets,1.6756972074508667
lscc,22,dummy,second,justTargetDataset,1.9163256883621216
luad,22,dummy,first,allDatasets,1.0066919326782227
luad,22,dummy,first,justTargetDataset,1.0451925992965698
luad,22,dummy,second,allDatasets,1.3086612224578857
luad,22,dummy,second,justTargetDataset,1.2903119325637817
ov,22,dummy,first,allDatasets,1.365734338760376
ov,22,dummy,first,justTargetDataset,1.337883472442627
ov,22,dummy,second,allDatasets,1.0385974645614624
ov,22,dummy,second,justTargetDataset,1.0835416316986084
pdac,22,dummy,first,allDatasets,2.382845401763916
pdac,22,dummy,first,justTargetDataset,2.0689592361450195
pdac,22,dummy,second,allDatasets,1.2481549978256226
pdac,22,dummy,second,justTargetDataset,1.201821208000183
all,22,dummy,first,allDatasets,1.6914653778076172
all,22,dummy,first,justTargetDataset,1.6914653778076172
all,22,dummy,second,allDatasets,1.2732038497924805
all,22,dummy,second,justTargetDataset,1.2732038497924805
brca,23,dummy,first,allDatasets,0.9960593581199646
brca,23,dummy,first,justTargetDataset,1.0359183549880981
brca,23,dummy,second,allDatasets,1.2503353357315063
brca,23,dummy,second,justTargetDataset,1.201888084411621
ccrcc,23,dummy,first,allDatasets,1.1322109699249268
ccrcc,23,dummy,first,justTargetDataset,1.1076136827468872
ccrcc,23,dummy,second,allDatasets,1.0160475969314575
ccrcc,23,dummy,second,justTargetDataset,1.043209195137024
coad,23,dummy,first,allDatasets,2.361799478530884
coad,23,dummy,first,justTargetDataset,2.294389247894287
coad,23,dummy,second,allDatasets,2.5054233074188232
coad,23,dummy,second,justTargetDataset,2.3451013565063477
gbm,23,dummy,first,allDatasets,1.2402530908584595
gbm,23,dummy,first,justTargetDataset,1.249720811843872
gbm,23,dummy,second,allDatasets,1.028007984161377
gbm,23,dummy,second,justTargetDataset,1.0442500114440918
hnscc,23,dummy,first,allDatasets,2.6203725337982178
hnscc,23,dummy,first,justTargetDataset,2.371492385864258
hnscc,23,dummy,second,allDatasets,1.306627869606018
hnscc,23,dummy,second,justTargetDataset,1.3225497007369995
lscc,23,dummy,first,allDatasets,1.1847596168518066
lscc,23,dummy,first,justTargetDataset,1.1488908529281616
lscc,23,dummy,second,allDatasets,0.9484363794326782
lscc,23,dummy,second,justTargetDataset,0.9939082264900208
luad,23,dummy,first,allDatasets,1.1391546726226807
luad,23,dummy,first,justTargetDataset,1.1457490921020508
luad,23,dummy,second,allDatasets,1.1062790155410767
luad,23,dummy,second,justTargetDataset,1.1179901361465454
ov,23,dummy,first,allDatasets,1.0236501693725586
ov,23,dummy,first,justTargetDataset,1.0391265153884888
ov,23,dummy,second,allDatasets,1.3188602924346924
ov,23,dummy,second,justTargetDataset,1.266257882118225
pdac,23,dummy,first,allDatasets,1.3527127504348755
pdac,23,dummy,first,justTargetDataset,1.3898347616195679
pdac,23,dummy,second,allDatasets,1.0805213451385498
pdac,23,dummy,second,justTargetDataset,1.0866426229476929
all,23,dummy,first,allDatasets,1.426694631576538
all,23,dummy,first,justTargetDataset,1.426694631576538
all,23,dummy,second,allDatasets,1.219185471534729
all,23,dummy,second,justTargetDataset,1.219185471534729
brca,24,dummy,first,allDatasets,1.0537047386169434
brca,24,dummy,first,justTargetDataset,1.0927256345748901
brca,24,dummy,second,allDatasets,1.185808777809143
brca,24,dummy,second,justTargetDataset,1.1856989860534668
ccrcc,24,dummy,first,allDatasets,1.2078704833984375
ccrcc,24,dummy,first,justTargetDataset,1.1596364974975586
ccrcc,24,dummy,second,allDatasets,1.5259026288986206
ccrcc,24,dummy,second,justTargetDataset,1.4190629720687866
coad,24,dummy,first,allDatasets,2.700166940689087
coad,24,dummy,first,justTargetDataset,2.6408281326293945
coad,24,dummy,second,allDatasets,4.965326309204102
coad,24,dummy,second,justTargetDataset,4.7198662757873535
gbm,24,dummy,first,allDatasets,1.0418237447738647
gbm,24,dummy,first,justTargetDataset,1.072896957397461
gbm,24,dummy,second,allDatasets,1.269491195678711
gbm,24,dummy,second,justTargetDataset,1.2587543725967407
hnscc,24,dummy,first,allDatasets,0.9824299812316895
hnscc,24,dummy,first,justTargetDataset,1.051517128944397
hnscc,24,dummy,second,allDatasets,1.2223246097564697
hnscc,24,dummy,second,justTargetDataset,1.1928906440734863
lscc,24,dummy,first,allDatasets,1.1244392395019531
lscc,24,dummy,first,justTargetDataset,1.1025781631469727
lscc,24,dummy,second,allDatasets,1.0425270795822144
lscc,24,dummy,second,justTargetDataset,1.0478501319885254
luad,24,dummy,first,allDatasets,1.0528901815414429
luad,24,dummy,first,justTargetDataset,1.0635502338409424
luad,24,dummy,second,allDatasets,1.2220641374588013
luad,24,dummy,second,justTargetDataset,1.1937140226364136
ov,24,dummy,first,allDatasets,1.0959588289260864
ov,24,dummy,first,justTargetDataset,1.1310160160064697
ov,24,dummy,second,allDatasets,1.2264785766601562
ov,24,dummy,second,justTargetDataset,1.2000097036361694
pdac,24,dummy,first,allDatasets,2.449632167816162
pdac,24,dummy,first,justTargetDataset,2.1032814979553223
pdac,24,dummy,second,allDatasets,1.3192529678344727
pdac,24,dummy,second,justTargetDataset,1.273752212524414
all,24,dummy,first,allDatasets,1.33835768699646
all,24,dummy,first,justTargetDataset,1.33835768699646
all,24,dummy,second,allDatasets,1.5323233604431152
all,24,dummy,second,justTargetDataset,1.5323233604431152
brca,25,dummy,first,allDatasets,1.2629696130752563
brca,25,dummy,first,justTargetDataset,1.2600616216659546
brca,25,dummy,second,allDatasets,1.0371254682540894
brca,25,dummy,second,justTargetDataset,1.0892689228057861
ccrcc,25,dummy,first,allDatasets,1.2552753686904907
ccrcc,25,dummy,first,justTargetDataset,1.2272682189941406
ccrcc,25,dummy,second,allDatasets,0.946232259273529
ccrcc,25,dummy,second,justTargetDataset,0.9820112586021423
coad,25,dummy,first,allDatasets,1.6033906936645508
coad,25,dummy,first,justTargetDataset,1.5853511095046997
coad,25,dummy,second,allDatasets,4.350856304168701
coad,25,dummy,second,justTargetDataset,4.116360664367676
gbm,25,dummy,first,allDatasets,1.304202675819397
gbm,25,dummy,first,justTargetDataset,1.2808456420898438
gbm,25,dummy,second,allDatasets,0.9982045292854309
gbm,25,dummy,second,justTargetDataset,1.0189688205718994
hnscc,25,dummy,first,allDatasets,1.0355225801467896
hnscc,25,dummy,first,justTargetDataset,1.0532361268997192
hnscc,25,dummy,second,allDatasets,1.1427617073059082
hnscc,25,dummy,second,justTargetDataset,1.1311850547790527
lscc,25,dummy,first,allDatasets,0.9964635372161865
lscc,25,dummy,first,justTargetDataset,1.034194827079773
lscc,25,dummy,second,allDatasets,1.1407169103622437
lscc,25,dummy,second,justTargetDataset,1.141188144683838
luad,25,dummy,first,allDatasets,1.1031913757324219
luad,25,dummy,first,justTargetDataset,1.1201783418655396
luad,25,dummy,second,allDatasets,1.1949377059936523
luad,25,dummy,second,justTargetDataset,1.1746455430984497
ov,25,dummy,first,allDatasets,3.966580629348755
ov,25,dummy,first,justTargetDataset,3.7596747875213623
ov,25,dummy,second,allDatasets,1.1650712490081787
ov,25,dummy,second,justTargetDataset,1.2111279964447021
pdac,25,dummy,first,allDatasets,1.7272981405258179
pdac,25,dummy,first,justTargetDataset,1.5684412717819214
pdac,25,dummy,second,allDatasets,1.4195644855499268
pdac,25,dummy,second,justTargetDataset,1.368683934211731
all,25,dummy,first,allDatasets,1.4155144691467285
all,25,dummy,first,justTargetDataset,1.4155144691467285
all,25,dummy,second,allDatasets,1.3762246370315552
all,25,dummy,second,justTargetDataset,1.3762246370315552
brca,26,dummy,first,allDatasets,1.272925853729248
brca,26,dummy,first,justTargetDataset,1.2283666133880615
brca,26,dummy,second,allDatasets,1.0538954734802246
brca,26,dummy,second,justTargetDataset,1.1019128561019897
ccrcc,26,dummy,first,allDatasets,1.603507399559021
ccrcc,26,dummy,first,justTargetDataset,1.5986239910125732
ccrcc,26,dummy,second,allDatasets,1.511741042137146
ccrcc,26,dummy,second,justTargetDataset,1.515970230102539
coad,26,dummy,first,allDatasets,3.529832124710083
coad,26,dummy,first,justTargetDataset,3.4666552543640137
coad,26,dummy,second,allDatasets,2.212580919265747
coad,26,dummy,second,justTargetDataset,2.1739208698272705
gbm,26,dummy,first,allDatasets,1.036395788192749
gbm,26,dummy,first,justTargetDataset,1.0699248313903809
gbm,26,dummy,second,allDatasets,1.380179524421692
gbm,26,dummy,second,justTargetDataset,1.3902833461761475
hnscc,26,dummy,first,allDatasets,1.167370080947876
hnscc,26,dummy,first,justTargetDataset,1.1677207946777344
hnscc,26,dummy,second,allDatasets,1.0177276134490967
hnscc,26,dummy,second,justTargetDataset,1.0358465909957886
lscc,26,dummy,first,allDatasets,0.8201969265937805
lscc,26,dummy,first,justTargetDataset,0.8986483812332153
lscc,26,dummy,second,allDatasets,1.5514111518859863
lscc,26,dummy,second,justTargetDataset,1.435167908668518
luad,26,dummy,first,allDatasets,1.0928258895874023
luad,26,dummy,first,justTargetDataset,1.1009222269058228
luad,26,dummy,second,allDatasets,1.1510437726974487
luad,26,dummy,second,justTargetDataset,1.1700077056884766
ov,26,dummy,first,allDatasets,1.1576822996139526
ov,26,dummy,first,justTargetDataset,1.1690990924835205
ov,26,dummy,second,allDatasets,1.1799015998840332
ov,26,dummy,second,justTargetDataset,1.1810157299041748
pdac,26,dummy,first,allDatasets,2.1977336406707764
pdac,26,dummy,first,justTargetDataset,2.013584613800049
pdac,26,dummy,second,allDatasets,1.5921379327774048
pdac,26,dummy,second,justTargetDataset,1.5426069498062134
all,26,dummy,first,allDatasets,1.4374632835388184
all,26,dummy,first,justTargetDataset,1.4374632835388184
all,26,dummy,second,allDatasets,1.3833229541778564
all,26,dummy,second,justTargetDataset,1.3833229541778564
brca,27,dummy,first,allDatasets,0.9615504145622253
brca,27,dummy,first,justTargetDataset,1.0244603157043457
brca,27,dummy,second,allDatasets,1.3037810325622559
brca,27,dummy,second,justTargetDataset,1.2649003267288208
ccrcc,27,dummy,first,allDatasets,1.072873830795288
ccrcc,27,dummy,first,justTargetDataset,1.0976877212524414
ccrcc,27,dummy,second,allDatasets,1.098212718963623
ccrcc,27,dummy,second,justTargetDataset,1.0865962505340576
coad,27,dummy,first,allDatasets,5.141413688659668
coad,27,dummy,first,justTargetDataset,5.027939319610596
coad,27,dummy,second,allDatasets,2.330251932144165
coad,27,dummy,second,justTargetDataset,2.350344657897949
gbm,27,dummy,first,allDatasets,1.2547427415847778
gbm,27,dummy,first,justTargetDataset,1.2187139987945557
gbm,27,dummy,second,allDatasets,1.2025481462478638
gbm,27,dummy,second,justTargetDataset,1.205506443977356
hnscc,27,dummy,first,allDatasets,1.1047768592834473
hnscc,27,dummy,first,justTargetDataset,1.1252473592758179
hnscc,27,dummy,second,allDatasets,1.7939987182617188
hnscc,27,dummy,second,justTargetDataset,1.741865634918213
lscc,27,dummy,first,allDatasets,0.9816170930862427
lscc,27,dummy,first,justTargetDataset,1.0001269578933716
lscc,27,dummy,second,allDatasets,1.1676795482635498
lscc,27,dummy,second,justTargetDataset,1.135680913925171
luad,27,dummy,first,allDatasets,1.3524526357650757
luad,27,dummy,first,justTargetDataset,1.5788753032684326
luad,27,dummy,second,allDatasets,1.2675464153289795
luad,27,dummy,second,justTargetDataset,1.2312489748001099
ov,27,dummy,first,allDatasets,0.9630069732666016
ov,27,dummy,first,justTargetDataset,1.0065847635269165
ov,27,dummy,second,allDatasets,1.396607756614685
ov,27,dummy,second,justTargetDataset,1.3606265783309937
pdac,27,dummy,first,allDatasets,3.0398120880126953
pdac,27,dummy,first,justTargetDataset,2.6336891651153564
pdac,27,dummy,second,allDatasets,3.6687402725219727
pdac,27,dummy,second,justTargetDataset,3.2744269371032715
all,27,dummy,first,allDatasets,1.6023732423782349
all,27,dummy,first,justTargetDataset,1.6023732423782349
all,27,dummy,second,allDatasets,1.6119900941848755
all,27,dummy,second,justTargetDataset,1.6119900941848755
brca,28,dummy,first,allDatasets,1.1319831609725952
brca,28,dummy,first,justTargetDataset,1.107103705406189
brca,28,dummy,second,allDatasets,1.0830289125442505
brca,28,dummy,second,justTargetDataset,1.1165595054626465
ccrcc,28,dummy,first,allDatasets,2.5336716175079346
ccrcc,28,dummy,first,justTargetDataset,2.3190250396728516
ccrcc,28,dummy,second,allDatasets,1.042291283607483
ccrcc,28,dummy,second,justTargetDataset,1.0714634656906128
coad,28,dummy,first,allDatasets,4.752590656280518
coad,28,dummy,first,justTargetDataset,4.393449306488037
coad,28,dummy,second,allDatasets,3.309788227081299
coad,28,dummy,second,justTargetDataset,3.230133295059204
gbm,28,dummy,first,allDatasets,1.349435567855835
gbm,28,dummy,first,justTargetDataset,1.2940279245376587
gbm,28,dummy,second,allDatasets,0.9968815445899963
gbm,28,dummy,second,justTargetDataset,1.0414958000183105
hnscc,28,dummy,first,allDatasets,1.0442969799041748
hnscc,28,dummy,first,justTargetDataset,1.0563278198242188
hnscc,28,dummy,second,allDatasets,1.1302883625030518
hnscc,28,dummy,second,justTargetDataset,1.129390835762024
lscc,28,dummy,first,allDatasets,0.9732518196105957
lscc,28,dummy,first,justTargetDataset,1.030348539352417
lscc,28,dummy,second,allDatasets,1.2001845836639404
lscc,28,dummy,second,justTargetDataset,1.1964352130889893
luad,28,dummy,first,allDatasets,1.0984489917755127
luad,28,dummy,first,justTargetDataset,1.1133650541305542
luad,28,dummy,second,allDatasets,1.2025645971298218
luad,28,dummy,second,justTargetDataset,1.1940685510635376
ov,28,dummy,first,allDatasets,1.0277801752090454
ov,28,dummy,first,justTargetDataset,1.0565357208251953
ov,28,dummy,second,allDatasets,1.2887855768203735
ov,28,dummy,second,justTargetDataset,1.248408555984497
pdac,28,dummy,first,allDatasets,2.794405937194824
pdac,28,dummy,first,justTargetDataset,3.0034098625183105
pdac,28,dummy,second,allDatasets,1.5096440315246582
pdac,28,dummy,second,justTargetDataset,1.4989213943481445
all,28,dummy,first,allDatasets,1.7311099767684937
all,28,dummy,first,justTargetDataset,1.7311099767684937
all,28,dummy,second,allDatasets,1.339978575706482
all,28,dummy,second,justTargetDataset,1.339978575706482
brca,29,dummy,first,allDatasets,1.0391873121261597
brca,29,dummy,first,justTargetDataset,1.089240312576294
brca,29,dummy,second,allDatasets,1.2532601356506348
brca,29,dummy,second,justTargetDataset,1.249926209449768
ccrcc,29,dummy,first,allDatasets,2.35294508934021
ccrcc,29,dummy,first,justTargetDataset,2.211334466934204
ccrcc,29,dummy,second,allDatasets,1.058995008468628
ccrcc,29,dummy,second,justTargetDataset,1.0634161233901978
coad,29,dummy,first,allDatasets,5.1511549949646
coad,29,dummy,first,justTargetDataset,4.818540573120117
coad,29,dummy,second,allDatasets,2.457658529281616
coad,29,dummy,second,justTargetDataset,2.5174641609191895
gbm,29,dummy,first,allDatasets,1.2620769739151
gbm,29,dummy,first,justTargetDataset,1.2555723190307617
gbm,29,dummy,second,allDatasets,1.0223684310913086
gbm,29,dummy,second,justTargetDataset,1.036555528640747
hnscc,29,dummy,first,allDatasets,1.0395011901855469
hnscc,29,dummy,first,justTargetDataset,1.0552853345870972
hnscc,29,dummy,second,allDatasets,1.1636385917663574
hnscc,29,dummy,second,justTargetDataset,1.1535892486572266
lscc,29,dummy,first,allDatasets,1.220259428024292
lscc,29,dummy,first,justTargetDataset,1.1805177927017212
lscc,29,dummy,second,allDatasets,0.9738138318061829
lscc,29,dummy,second,justTargetDataset,1.012669563293457
luad,29,dummy,first,allDatasets,1.3303167819976807
luad,29,dummy,first,justTargetDataset,1.3009411096572876
luad,29,dummy,second,allDatasets,0.972960352897644
luad,29,dummy,second,justTargetDataset,1.0079673528671265
ov,29,dummy,first,allDatasets,1.2225865125656128
ov,29,dummy,first,justTargetDataset,1.2292389869689941
ov,29,dummy,second,allDatasets,1.0849419832229614
ov,29,dummy,second,justTargetDataset,1.1152230501174927
pdac,29,dummy,first,allDatasets,1.5503884553909302
pdac,29,dummy,first,justTargetDataset,1.4348233938217163
pdac,29,dummy,second,allDatasets,1.4029648303985596
pdac,29,dummy,second,justTargetDataset,1.4617429971694946
all,29,dummy,first,allDatasets,1.6915702819824219
all,29,dummy,first,justTargetDataset,1.6915702819824219
all,29,dummy,second,allDatasets,1.201744794845581
all,29,dummy,second,justTargetDataset,1.201744794845581
brca,30,dummy,first,allDatasets,1.1652090549468994
brca,30,dummy,first,justTargetDataset,1.1837351322174072
brca,30,dummy,second,allDatasets,1.327087640762329
brca,30,dummy,second,justTargetDataset,1.4558632373809814
ccrcc,30,dummy,first,allDatasets,1.67022705078125
ccrcc,30,dummy,first,justTargetDataset,1.5777157545089722
ccrcc,30,dummy,second,allDatasets,1.6329586505889893
ccrcc,30,dummy,second,justTargetDataset,1.5144264698028564
coad,30,dummy,first,allDatasets,5.278779983520508
coad,30,dummy,first,justTargetDataset,4.943788528442383
coad,30,dummy,second,allDatasets,1.1881651878356934
coad,30,dummy,second,justTargetDataset,1.191961646080017
gbm,30,dummy,first,allDatasets,1.4027471542358398
gbm,30,dummy,first,justTargetDataset,1.3922984600067139
gbm,30,dummy,second,allDatasets,3.0825681686401367
gbm,30,dummy,second,justTargetDataset,3.919217824935913
hnscc,30,dummy,first,allDatasets,1.2253961563110352
hnscc,30,dummy,first,justTargetDataset,1.1887346506118774
hnscc,30,dummy,second,allDatasets,0.9902747273445129
hnscc,30,dummy,second,justTargetDataset,1.0165436267852783
lscc,30,dummy,first,allDatasets,1.0239741802215576
lscc,30,dummy,first,justTargetDataset,1.0491751432418823
lscc,30,dummy,second,allDatasets,1.109249234199524
lscc,30,dummy,second,justTargetDataset,1.0944432020187378
luad,30,dummy,first,allDatasets,0.9882884621620178
luad,30,dummy,first,justTargetDataset,1.0132274627685547
luad,30,dummy,second,allDatasets,1.3058825731277466
luad,30,dummy,second,justTargetDataset,1.2832772731781006
ov,30,dummy,first,allDatasets,1.2282747030258179
ov,30,dummy,first,justTargetDataset,1.2099276781082153
ov,30,dummy,second,allDatasets,1.0884047746658325
ov,30,dummy,second,justTargetDataset,1.1023163795471191
pdac,30,dummy,first,allDatasets,1.5539742708206177
pdac,30,dummy,first,justTargetDataset,1.573915719985962
pdac,30,dummy,second,allDatasets,1.479426622390747
pdac,30,dummy,second,justTargetDataset,1.399446725845337
all,30,dummy,first,allDatasets,1.5645768642425537
all,30,dummy,first,justTargetDataset,1.5645768642425537
all,30,dummy,second,allDatasets,1.4161099195480347
all,30,dummy,second,justTargetDataset,1.4161099195480347
brca,31,dummy,first,allDatasets,1.1659897565841675
brca,31,dummy,first,justTargetDataset,1.1707569360733032
brca,31,dummy,second,allDatasets,1.0610772371292114
brca,31,dummy,second,justTargetDataset,1.1005117893218994
ccrcc,31,dummy,first,allDatasets,0.996178150177002
ccrcc,31,dummy,first,justTargetDataset,1.0328073501586914
ccrcc,31,dummy,second,allDatasets,1.1719352006912231
ccrcc,31,dummy,second,justTargetDataset,1.159559726715088
coad,31,dummy,first,allDatasets,2.938966751098633
coad,31,dummy,first,justTargetDataset,2.8516602516174316
coad,31,dummy,second,allDatasets,5.484706401824951
coad,31,dummy,second,justTargetDataset,5.078310489654541
gbm,31,dummy,first,allDatasets,1.0722966194152832
gbm,31,dummy,first,justTargetDataset,1.1017932891845703
gbm,31,dummy,second,allDatasets,1.1912739276885986
gbm,31,dummy,second,justTargetDataset,1.1767576932907104
hnscc,31,dummy,first,allDatasets,1.0865777730941772
hnscc,31,dummy,first,justTargetDataset,1.1047956943511963
hnscc,31,dummy,second,allDatasets,1.0912420749664307
hnscc,31,dummy,second,justTargetDataset,1.109826683998108
lscc,31,dummy,first,allDatasets,1.1072298288345337
lscc,31,dummy,first,justTargetDataset,1.1075645685195923
lscc,31,dummy,second,allDatasets,1.0231038331985474
